"DATE","ALSTON BAY UPLAND SURF","BIG GUM LAKE","Boggy Marsh SJ-LC","BUCK LAKE (HIGHLANDS)","Chapman Marsh SJ-AI","Church Lake SJ-QA","Cocoa 9T","Crooked Lake nr Babson Park","Cypress Creek #190 East Marsh","Cypress Creek BIO-5 Surf","CYPRESS CREEK W-17 UPLAND SURF","CYPRESS CREEK W-33 SURF","GATOR LAKE","GREEN SWAMP 1 UPLAND SURF","GREEN SWAMP 4 UPLAND SURF","GREEN SWAMP 6 UPLAND SURF","GREEN SWAMP 7 WETLAND SURF","GREEN SWAMP BAY UPLAND SURF","GREEN SWAMP L-11K SHALLOW","GREEN SWAMP MARSH UPLAND SURF","Hopkins Prairie SJ-LD","Island Lake SJ-LH","Johns Lake SJ-QB","LAKE ANNIE (HIGHLANDS)","Lake Apshawa SJ-LF","Lake Apthorpe","Lake Avalon SJ-LE","LAKE BONNET (HAINES CITY)","LAKE GARFIELD","Lake Gem SJ-AJ","Lake Leonore (Patrick)","Lake Louisa SJ-LJ","Lake Placid","LAKE STREETY","Lake Sylvan","Lake Van","LAKE WALKER","Long Branch OR0649","Long Lake SJ-QD","NORTHEAST LAKELAND WE-NEL-GG-W SURF","NORTHEAST LAKELAND WE-NEL-J-W SURF","NORTHEAST LAKELAND WE-NEL-K-U SURF","PARKS LAKE","POLECAT LAKE","POLK COUNTY T1-MW","POLK COUNTY T2-MW","POLK COUNTY VF-2MW","Prairie Lake","Red Bug Lake SJ-AW","ROMP 58 SURF AQ MONITOR","SPLITOAK","SURVEYORS LAKE","TB2_GW1","TB2_GW2","Trout Lake SJ-QC","Unnamed Cypress SJ-LA","Unnamed Wetland South of 46","WR11_GW1","WR15_GW1","WR16_GW1","WR6_GW1","WR9_GW1"
2006-01-11,96.842,94.16,116.785544090057,91.7825,63.41,85.781,71.4725,NA,69.1153076923077,NA,NA,67.8338461538462,NA,NA,NA,NA,NA,NA,NA,NA,27.429678030303,80.65625,96.4936046511628,NA,86.8503225806452,68.5925,90.5575,NA,NA,47.92875,84.74,95.9202,91.91,104.224482758621,41.6031584207896,NA,NA,54.9933413461538,66.2195833333333,NA,NA,NA,100.68,NA,NA,NA,NA,78.0196428571429,68.7669444444444,128.1,NA,NA,99.05,98.98,96.7983333333333,68.4931052631579,65.7121367521367,65.56,61.23,63.53,62.24,65.67
2006-01-12,96.858,94.1625,116.781266416511,91.7614285714286,63.41,85.781,71.4725,NA,69.0568461538462,NA,NA,67.7630769230769,130.6,NA,NA,NA,NA,NA,NA,NA,27.3738392857143,80.6622756410256,96.4796511627907,NA,86.8425806451613,68.5857142857143,90.5455,NA,NA,47.9263333333333,84.7425925925926,95.9154,91.9,104.213793103448,41.5053448275862,NA,146.04,54.9616586538462,66.1796666666667,NA,NA,NA,100.684285714286,140.35,NA,NA,NA,78.0049682539682,68.7621085858586,128.08,NA,130.48,99.04,98.97,96.7926190476191,68.519,65.3802777777778,65.54,61.18,63.5,62.22,65.62
2006-01-13,96.874,94.165,116.776988742965,91.7403571428571,63.41,85.781,71.4725,NA,68.9983846153846,NA,NA,67.6923076923077,130.603333333333,NA,NA,NA,NA,NA,NA,NA,27.2567857142857,80.6538461538461,96.4656976744186,NA,86.8348387096774,68.5789285714286,90.5335,NA,NA,47.937,84.7451851851852,95.9106,91.89,104.203103448276,41.4018965517241,NA,146.027037037037,54.9462847222222,66.1438181818182,NA,NA,NA,100.688571428571,140.355555555556,NA,NA,NA,77.9806339869281,68.7688636363636,128.05,NA,130.482222222222,99.06,98.98,96.7869047619048,68.5320833333333,65.2227777777778,65.52,61.16,63.48,62.21,65.57
2006-01-14,96.89,94.1675,116.772354596623,91.7192857142857,63.41,85.781,71.4725,NA,68.9399230769231,NA,NA,67.6215384615385,130.606666666667,NA,NA,NA,NA,NA,NA,NA,27.1321428571429,80.6741575091575,96.4504963131027,NA,86.8264516129032,68.5721428571429,90.5205,NA,NA,47.9282142857143,84.7477777777778,95.9054,91.88,104.192413793103,41.2898275862069,NA,146.014074074074,54.9152976190476,66.1532987012987,NA,NA,NA,100.692857142857,140.361111111111,NA,NA,NA,78.0292899159664,68.7548901098901,128.04,NA,130.484444444444,99.07,98.99,96.7807081386772,68.6283082706767,65.22,65.49,61.13,63.44,62.18,65.53
2006-01-15,96.906,94.17,116.767363977486,91.6982142857143,63.41,85.781,71.4725,NA,68.8814615384615,NA,NA,67.5507692307692,130.61,NA,NA,NA,NA,NA,NA,NA,27.2155714285714,80.6051666666667,96.4335365853659,NA,86.8174193548387,68.5653571428571,90.5065,NA,NA,47.8756666666667,84.7503703703704,95.8997891891892,91.87,104.181724137931,41.1691379310345,NA,146.001111111111,54.8620551378446,66.0569285714286,NA,NA,NA,100.697142857143,140.366666666667,NA,NA,NA,77.9305630252101,68.7168956043956,127.99,NA,130.486666666667,99.02,98.95,96.7739759036145,68.5118865345181,65.18875,65.45,61.07,63.38,62.14,65.49
2006-01-16,96.922,94.1725,116.762551594747,91.6771428571429,63.41,85.781,71.4725,NA,68.823,NA,NA,67.48,130.613333333333,NA,NA,NA,NA,NA,NA,NA,27.2664475524476,80.5804615384615,96.4170731707317,109.1,86.8095413707538,68.5585714285714,90.4965853658537,NA,NA,47.8734358974359,84.752962962963,95.8943243243243,91.86,104.171034482759,41.0527586206897,NA,145.988148148148,54.8441237709659,66.0262721893491,NA,NA,NA,100.701428571429,140.372222222222,NA,NA,NA,77.8553716871364,68.7064705882353,127.96,NA,130.488888888889,99.01,98.93,96.7674698795181,68.4553558206499,65.1298076923077,65.42,61.03,63.35,62.12,65.45
2006-01-17,96.938,94.175,116.758095684803,91.6560714285714,63.41,85.781,71.4725,121.25,68.7956666666667,NA,NA,67.4706666666667,130.616666666667,NA,NA,NA,105.36,NA,NA,NA,27.1929734848485,80.59125,96.4018292682927,109.101142857143,86.805,68.5517857142857,90.4904878048781,130.03,NA,47.8871666666667,84.7555555555555,95.8892567567568,91.85,104.160344827586,40.945,131.98,145.975185185185,54.8278571428571,66.0273717948718,NA,NA,NA,100.705714285714,140.377777777778,NA,NA,NA,77.8709126984127,68.7004901960784,127.94,NA,130.491111111111,99,98.92,96.7614457831325,68.4573965141612,65.0639583333333,65.4,60.99,63.32,62.09,65.44
2006-01-18,96.954,94.1775,116.753818011257,91.635,63.41,85.781,71.4725,121.246666666667,68.7683333333333,NA,NA,67.4613333333333,130.62,99.5,100.97,96.21,105.362857142857,99.44,90.84,NA,27.4157291666667,80.61,96.3871951219512,109.102285714286,86.8008620689655,68.545,90.4846341463414,130.02962962963,NA,47.8920833333333,84.7581481481482,95.8843918918919,91.84,104.149655172414,40.8453702656868,131.983928571429,145.962222222222,54.8666666666667,66.0091346153846,NA,NA,NA,100.71,140.383333333333,NA,NA,NA,77.8661111111111,68.6997222222222,127.91,NA,130.493333333333,98.99,98.92,96.7556626506024,68.4507407407407,65.0453125,65.44,61.04,63.48,62.16,65.43
2006-01-19,96.97,94.18,116.749540337711,91.6139285714286,63.41,85.781,71.4725,121.243333333333,68.741,NA,NA,67.452,130.623333333333,99.5048148148148,100.988888888889,96.227037037037,105.365714285714,99.4555555555555,90.86,NA,27.5485863095238,80.61,96.3725609756097,109.103428571429,86.796724137931,68.5382142857143,90.4787804878049,130.029259259259,NA,47.8655,84.7607407407407,95.879527027027,91.83,104.138965517241,40.8106557377049,131.987857142857,145.949259259259,54.8310555555556,65.9435859728507,NA,NA,NA,100.714285714286,140.388888888889,NA,NA,NA,77.813125,68.6777777777778,127.85,NA,130.495555555556,98.99,98.92,96.7498795180723,68.3638461538462,65.0315625,65.38,60.99,63.37,62.13,65.38
2006-01-20,96.986,94.1825,116.745262664165,91.5928571428571,63.41,85.781,71.4725,121.24,68.7136666666667,NA,NA,67.4426666666667,130.626666666667,99.5096296296296,101.007777777778,96.2440740740741,105.368571428571,99.4711111111111,90.88,NA,27.4932792207792,80.6100641025641,96.3579268292683,109.104571428571,86.7925862068965,68.5314285714286,90.4729268292683,130.028888888889,NA,47.8790833333333,84.7633333333333,95.8746621621622,91.82,104.128275862069,40.7988524590164,131.991785714286,145.936296296296,54.8119206349206,65.9435294117647,NA,NA,NA,100.718571428571,140.394444444444,NA,NA,NA,77.8224107142857,68.67,127.83,NA,130.497777777778,98.99,98.92,96.7440963855422,68.4356275303644,65.0233333333333,65.36,60.95,63.31,62.1,65.36
2006-01-21,97.002,94.185,116.740450281426,91.5717857142857,63.41,85.781,71.4725,121.236666666667,68.6863333333333,NA,NA,67.4333333333333,130.63,99.5144444444445,101.026666666667,96.2611111111111,105.371428571429,99.4866666666667,90.9,NA,27.4424242424242,80.6158153846154,96.3423913043478,109.105714285714,86.7879310344828,68.5246428571429,90.4663414634146,130.028518518519,NA,47.92,84.7659259259259,95.8710795627088,91.81,104.117586206897,40.7855737704918,131.995714285714,145.923333333333,54.7909523809524,65.9362857142857,NA,NA,NA,100.722857142857,140.4,NA,NA,NA,77.8045714285714,68.67,127.81,NA,130.5,98.98,98.91,96.7424871901399,68.4776367389061,64.9916,65.34,60.92,63.28,62.07,65.36
2006-01-22,97.018,94.1875,116.735459662289,91.5507142857143,63.41,85.781,71.4725,121.233333333333,68.659,NA,NA,67.424,130.633333333333,99.5192592592593,101.045555555556,96.2781481481481,105.374285714286,99.5022222222222,90.92,NA,27.4073076923077,80.6032307692308,96.3271739130435,109.106857142857,86.7831034482759,68.5178571428571,90.4591108206674,130.028148148148,NA,47.93,84.7685185185185,95.873595505618,91.8,104.106896551724,40.7718032786885,131.999642857143,145.91037037037,54.7668421052632,65.8765934065934,NA,NA,NA,100.727142857143,140.405555555556,NA,NA,NA,77.7857692307692,68.67,127.78,NA,130.502222222222,98.98,98.91,96.7487356321839,68.4770588235294,64.9644556213018,65.32,60.89,63.25,62.05,65.31
2006-01-23,97.034,94.19,116.730825515947,91.5296428571429,63.41,85.781,71.4725,121.23,68.6316666666667,NA,NA,67.4146666666667,130.636666666667,99.5240740740741,101.064444444444,96.2951851851852,105.377142857143,99.5177777777778,90.94,NA,27.2865384615385,80.5999408284024,96.3130434782609,109.108,86.7762718832891,68.5110714285714,90.4505617977528,130.027777777778,100.87,47.9297692307692,84.7711111111111,95.8765168539326,91.79,104.096206896552,40.7536990332072,132.003571428571,145.897407407407,54.7597732793522,65.8665384615385,NA,NA,NA,100.731428571429,140.411111111111,NA,NA,NA,77.7744615384615,68.67,127.76,NA,130.504444444444,98.98,98.91,96.7547126436782,68.5023076923077,64.9356213017751,65.29,60.86,63.22,62.03,65.29
2006-01-24,97.05,94.1925,116.726369606004,91.5085714285714,63.41,85.781,71.4725,121.22619047619,68.6043333333333,NA,NA,67.4053333333333,130.64,99.5288888888889,101.083333333333,96.3122222222222,105.38,99.5333333333333,90.96,NA,27.2041071428571,80.5942307692307,96.2994565217391,109.109142857143,86.76515,68.5042857142857,90.4421348314607,130.027407407407,100.883571428571,47.9223333333333,84.7737037037037,95.8793258426966,91.78,104.085517241379,40.7133928571429,132.0075,145.884444444444,54.7495,65.8370098039216,NA,NA,NA,100.735714285714,140.416666666667,NA,NA,NA,77.7520784313726,68.6645,127.73,NA,130.506666666667,98.97,98.91,96.7604597701149,68.5421428571429,64.9238888888889,65.27,60.84,63.19,62.01,65.26
2006-01-25,97.066,94.195,116.722091932458,91.4875,63.41,85.781,71.4725,121.222380952381,68.577,NA,NA,67.396,130.643333333333,99.5337037037037,101.102222222222,96.3292592592593,105.382857142857,99.5488888888889,90.98,NA,27.3091741071429,80.6147023809524,96.2864130434783,109.110285714286,86.75435,68.4975,90.4340449438202,130.027037037037,100.897142857143,47.9195,84.7762962962963,95.8820224719101,91.77,104.074827586207,40.6719642857143,132.011428571429,145.871481481481,54.7058333333333,65.8063235294118,NA,NA,NA,100.74,140.422222222222,NA,NA,NA,77.7233660130719,68.6518888888889,127.7,NA,130.508888888889,98.96,98.89,96.7659770114942,68.5378571428571,64.8911805555556,65.24,60.79,63.15,61.98,65.22
2006-01-26,97.082,94.1975,116.717814258912,91.4664285714286,63.41,85.781,71.4725,121.218571428571,68.5496666666667,NA,NA,67.3866666666667,130.646666666667,99.5385185185185,101.121111111111,96.3462962962963,105.385714285714,99.5644444444444,91,NA,27.4481960227273,80.5457142857143,96.2733695652174,109.111428571429,86.74355,68.4907142857143,90.4259550561798,130.026666666667,100.910714285714,47.8770909090909,84.7788888888889,95.8847191011236,91.76,104.064137931034,40.6305357142857,132.015357142857,145.858518518519,54.6633088235294,65.7287254901961,NA,NA,NA,100.744285714286,140.427777777778,NA,NA,NA,77.6488888888889,68.6275277777778,127.66,NA,130.511111111111,98.93,98.87,96.7714942528736,68.47125,64.8395138888889,65.21,60.74,63.08,61.95,65.19
2006-01-27,97.098,94.2,116.713536585366,91.4453571428571,63.41,85.781,71.4725,121.214761904762,68.5223333333333,NA,NA,67.3773333333333,130.65,99.5433333333333,101.14,96.3633333333333,105.388571428571,99.58,91.02,NA,27.5739393939394,80.5225,96.2603260869565,109.112571428571,86.73275,68.4839285714286,90.4178651685393,130.026296296296,100.924285714286,47.8442424242424,84.7814814814815,95.8874157303371,91.75,104.053448275862,40.5891071428571,132.019285714286,145.845555555556,54.6329411764706,65.6762104072398,NA,NA,NA,100.748571428571,140.433333333333,NA,NA,NA,77.6295138888889,68.6015,127.62,NA,130.513333333333,98.92,98.86,96.7770114942529,68.3941666666667,64.7977777777778,65.17,60.68,63.03,61.91,65.15
2006-01-28,97.114,94.2025,116.708724202627,91.4242857142857,63.41,85.781,71.4725,121.210952380952,68.495,NA,NA,67.368,130.653333333333,99.5481481481481,101.158888888889,96.3803703703704,105.391428571429,99.5955555555555,91.04,NA,27.5366666666667,80.52,96.2587458937198,109.113714285714,86.7206,68.4771428571429,90.4087640449438,130.025925925926,100.937857142857,47.84,84.7840740740741,95.8967965574946,91.74,104.04275862069,40.5425,132.023214285714,145.832592592593,54.6028518518519,65.6883012820513,NA,NA,NA,100.752857142857,140.438888888889,NA,NA,NA,77.6542070707071,68.5996,127.6,NA,130.515555555556,98.91,98.85,96.77,68.447347826087,64.7803111111111,65.14,60.65,62.99,61.89,65.13
2006-01-29,97.13,94.205,116.70373358349,91.4032142857143,63.41,85.781,71.4725,121.207142857143,68.4676666666667,NA,NA,67.3586666666667,130.656666666667,99.552962962963,101.177777777778,96.3974074074074,105.394285714286,99.6111111111111,91.06,NA,27.1289940828402,80.52,96.284,109.114857142857,86.708,68.4703571428571,90.4046939577277,130.025555555556,100.951428571429,47.843956043956,84.7866666666667,95.9274468085106,91.73,104.032068965517,40.4941666666667,132.027142857143,145.81962962963,54.6197863247863,65.6926923076923,NA,NA,NA,100.757142857143,140.444444444444,NA,NA,NA,77.6412354312354,68.5916153846154,127.58,NA,130.517777777778,98.91,98.84,96.75,68.5041548752251,64.782,65.11,60.64,62.97,61.87,65.12
2006-01-30,97.146,94.2075,116.699277673546,91.3821428571429,63.41,85.781,71.4725,121.203333333333,68.4403333333333,NA,NA,67.3493333333333,130.66,99.5577777777778,101.196666666667,96.4144444444444,105.397142857143,99.6266666666667,91.08,NA,26.9769230769231,80.539375,96.3076111111111,109.116,86.69675,68.4635714285714,90.4245454545455,130.025185185185,100.965,47.8636830357143,84.7892592592593,95.9567021276596,91.72,104.021379310345,40.5016666666667,132.031071428571,145.806666666667,54.9541666666667,65.6525,NA,NA,NA,100.761428571429,140.45,NA,NA,NA,77.5873611111111,68.59,127.57,NA,130.52,98.91,98.85,96.7321428571429,68.546858974359,64.74175,65.15,60.7,63.15,61.94,65.16
2006-01-31,97.162,94.21,116.694821763602,91.3610714285714,63.41,85.781,71.4725,121.199523809524,68.413,63.34,NA,67.34,130.663333333333,99.5625925925926,101.215555555556,96.4314814814815,105.4,99.6422222222222,91.1,NA,27.0428671328671,80.5428846153846,96.3312222222222,109.117142857143,86.7020484874676,68.4567857142857,90.4472727272727,130.024814814815,100.978571428571,47.8927211538462,84.7918518518518,95.9859574468085,91.71,104.010689655172,40.5736363636364,132.035,145.793703703704,55.0853846153846,65.6533653846154,NA,NA,NA,100.765714285714,140.455555555556,NA,NA,NA,77.5148018648019,68.5850549450549,127.56,NA,130.522222222222,98.9,98.84,96.7142857142857,68.6464201183432,64.728,65.11,60.66,63.12,61.95,65.13
2006-02-01,97.178,94.2125,116.690365853659,91.34,63.41,85.781,71.4725,121.195714285714,68.493,63.3886363636364,NA,67.5023076923077,130.666666666667,99.5674074074074,101.234444444444,96.4485185185185,105.402857142857,99.6577777777778,91.12,NA,27.0247272727273,80.4953333333333,96.3548333333333,109.118285714286,86.7312921348315,68.45,90.47,130.024444444444,100.992142857143,47.8411666666667,84.7944444444445,96.0152127659575,91.7,104,40.6456060606061,132.038928571429,145.780740740741,54.998125,65.6116477272727,NA,NA,NA,100.77,140.461111111111,NA,NA,NA,77.5584090909091,68.569246031746,127.52,NA,130.524444444444,98.88,98.82,96.6964285714286,68.5929411764706,64.702880952381,65.06,60.59,62.97,61.88,65.09
2006-02-02,97.194,94.215,116.686088180113,91.3339393939394,63.41,85.781,71.4725,121.191904761905,68.573,63.4372727272727,NA,67.6646153846154,130.67,99.5722222222222,101.253333333333,96.4655555555556,105.405714285714,99.6733333333333,91.14,NA,26.8882976190476,80.4863333333333,96.3775,109.119428571429,86.759606741573,68.4509090909091,90.4918181818182,130.024074074074,101.005714285714,47.8408333333333,84.797037037037,96.0432978723404,91.6972727272727,104.011071428571,40.714696969697,132.042857142857,145.767777777778,54.9557720588235,65.5785606060606,NA,NA,NA,100.774285714286,140.466666666667,NA,NA,NA,77.5540789473684,68.5591388888889,127.5,NA,130.526666666667,98.88,98.82,96.6792857142857,68.6182254901961,64.6774587912088,65.03,60.51,62.92,61.84,65.07
2006-02-03,97.21,94.2175,116.681810506567,91.3278787878788,63.41,85.781,71.4725,121.188095238095,68.653,63.4859090909091,NA,67.8269230769231,130.673333333333,99.577037037037,101.272222222222,96.4825925925926,105.408571428571,99.6888888888889,91.16,NA,26.9172857142857,80.6232352941176,96.4001666666667,109.120571428571,86.7879213483146,68.4518181818182,90.5136363636364,130.023703703704,101.019285714286,47.9209782608696,84.7996296296296,96.0713829787234,91.6945454545455,104.022142857143,40.7837878787879,132.046785714286,145.754814814815,55.2923529411765,65.5580448717949,NA,NA,NA,100.778571428571,140.472222222222,NA,NA,NA,77.5411483253588,68.5585,127.48,NA,130.528888888889,99.06,98.98,96.6621428571429,68.6368461538462,64.6527065527065,65.2,60.8,63.33,62.09,65.23
2006-02-04,97.226,94.22,116.677176360225,91.3218181818182,63.41,85.781,71.4725,121.184285714286,68.733,63.5345454545455,NA,67.9892307692308,130.676666666667,99.5818518518519,101.291111111111,96.4996296296296,105.411428571429,99.7044444444444,91.18,NA,27.0000476190476,80.8610840336135,96.4151945724526,109.121714285714,86.818595505618,68.4527272727273,90.5372727272727,130.023333333333,101.032857142857,48.0668043478261,84.8022222222222,96.1005081961453,91.6918181818182,104.033214285714,40.8586363636364,132.050714285714,145.741851851852,56.1868,65.6207744636316,NA,NA,NA,100.782857142857,140.477777777778,NA,NA,NA,77.7021128871129,68.6458333333333,127.49,NA,130.531111111111,99.25,99.15,96.6435714285714,68.7977747252747,64.8920138888889,65.58,61.48,64.16,62.72,65.75
2006-02-05,97.242,94.2225,116.672363977486,91.3157575757576,63.41,85.781,71.4725,121.180476190476,68.813,63.5831818181818,NA,68.1515384615385,130.68,99.5866666666667,101.31,96.5166666666667,105.414285714286,99.72,91.2,NA,27.3273717948718,80.9936346153846,96.4027956989247,109.122857142857,86.8504494382022,68.4536363636364,90.5565125197383,130.022962962963,101.046428571429,48.1006153846154,84.8048148148148,96.103063583815,91.6890909090909,104.044285714286,40.9363636363636,132.054642857143,145.728888888889,56.0596,65.6363553113553,NA,NA,NA,100.787142857143,140.483333333333,NA,NA,NA,77.7125147928994,68.7572527472527,127.48,NA,130.533333333333,99.21,99.12,96.6242857142857,68.7953167420815,65.2511730769231,65.6,61.5,64.05,62.68,65.79
