"","EMT_ID","ERE88","DATE","Value","theta","rollavg"
"57","SF-LA",66.6,2009-09-15,67.5366666666667,-0.936666666666653,-0.384387480798763
"58","SF-LA",66.6,2009-10-15,67.2058064516129,-0.605806451612892,-0.347109703020986
"59","SF-LA",66.6,2009-11-15,66.2773333333333,0.322666666666677,-0.271625832053244
"60","SF-LA",66.6,2009-12-15,66.9061290322581,-0.306129032258056,-0.208153609831021
"61","SF-LA",66.6,2010-01-15,66.6729032258065,-0.0729032258064422,-0.0350622119815588
"62","SF-LA",66.6,2010-02-15,66.7407142857143,-0.140714285714282,0.0927872503840324
"63","SF-LA",66.6,2010-03-15,67.1851612903226,-0.585161290322574,0.179067012288795
"64","SF-LA",66.6,2010-04-15,67.4406666666667,-0.840666666666664,0.335894969278042
"65","SF-LA",66.6,2010-05-15,67.0170967741935,-0.417096774193539,0.460561635944709
"66","SF-LA",66.6,2010-06-15,66.7553333333333,-0.155333333333331,0.692577764976967
"67","SF-LA",66.6,2010-07-15,67.0945161290323,-0.494516129032249,0.958383320532523
"68","SF-LA",66.6,2010-08-15,66.9803225806452,-0.380322580645156,1.06007686891962
"69","SF-LA",66.6,2010-09-15,67.0893333333333,-0.48933333333332,1.05811450332822
"70","SF-LA",66.6,2010-10-15,66.3,0.300000000000011,1.01555894777267
"71","SF-LA",66.6,2010-11-15,65.5156666666667,1.08433333333335,0.912386904761915
"72","SF-LA",66.6,2010-12-15,64.8290322580645,1.77096774193549,0.795248015873025
"73","SF-LA",66.6,2011-01-15,65.1387096774194,1.46129032258065,0.67632328469023
"74","SF-LA",66.6,2011-02-15,65.7053571428571,0.89464285714287,0.659172747055822
"75","SF-LA",66.6,2011-03-15,65.3032258064516,1.29677419354839,0.742693888270927
"76","SF-LA",66.6,2011-04-15,65.9446666666667,0.655333333333346,0.848204640959101
"77","SF-LA",66.6,2011-05-15,64.2329032258065,2.36709677419356,1.07009352984799
"78","SF-LA",66.6,2011-06-15,63.5656666666667,3.03433333333334,1.19907202447165
"79","SF-LA",66.6,2011-07-15,65.8741935483871,0.725806451612911,1.17893313558276
"80","SF-LA",66.6,2011-08-15,67.0038709677419,-0.403870967741923,1.18957829687308
"81","SF-LA",66.6,2011-09-15,67.6,-0.999999999999986,1.22947076999136
"82","SF-LA",66.6,2011-10-15,67.538064516129,-0.938064516129018,1.24708188110247
"83","SF-LA",66.6,2011-11-15,66.9213333333333,-0.321333333333328,1.2612216660487
"84","SF-LA",66.6,2011-12-15,66.2561290322581,0.34387096774195,1.31161055493759
"85","SF-LA",66.6,2012-01-15,65.3445161290323,1.25548387096775,1.36537399579781
"86","SF-LA",66.6,2012-02-15,64.7031034482759,1.89689655172414,1.37120732913114
"87","SF-LA",66.6,2012-03-15,64.0370967741935,2.56290322580647,1.36726952124937
"88","SF-LA",66.6,2012-04-15,63.282,3.31800000000001,1.35369425243216
"89","SF-LA",66.6,2012-05-15,62.6851612903226,3.91483870967743,1.3025275857655
"90","SF-LA",66.6,2012-06-15,63.8073333333333,2.79266666666668,1.22518887608808
"91","SF-LA",66.6,2012-07-15,65.7464516129032,0.853548387096779,1.07735554275474
"92","SF-LA",66.6,2012-08-15,66.5251612903226,0.0748387096774223,0.945715757808507
"93","SF-LA",66.6,2012-09-15,67.3886666666667,-0.788666666666657,0.86899532770098
"94","SF-LA",66.6,2012-10-15,67.3683870967742,-0.768387096774191,0.861495327700979
"95","SF-LA",66.6,2012-11-15,66.3166666666667,0.283333333333346,0.869586725550443
"96","SF-LA",66.6,2012-12-15,65.6109677419355,0.989032258064526,0.850253392217109
"97","SF-LA",66.6,2013-01-15,65.2745161290323,1.32548387096774,0.754661994367646
"98","SF-LA",66.6,2013-02-15,64.7503571428571,1.84964285714287,0.657242639528938
"99","SF-LA",66.6,2013-03-15,64.2,2.40000000000001,0.513462877624175
"100","SF-LA",66.6,2013-04-15,63.896,2.70400000000001,0.350075780849982
"101","SF-LA",66.6,2013-05-15,63.6132258064516,2.98677419354839,0.176214669738872
"102","SF-LA",66.6,2013-06-15,65.5813333333333,1.01866666666668,-0.0373068356374719
"103","SF-LA",66.6,2013-07-15,67.3261290322581,-0.726129032258058,-0.0748623911930271
"104","SF-LA",66.6,2013-08-15,67.4458064516129,-0.845806451612901,-0.0592172299027046
"105","SF-LA",66.6,2013-09-15,67.4786666666667,-0.87866666666666,-0.00233550947259668
"106","SF-LA",66.6,2013-10-15,67.2712903225806,-0.671290322580631,0.0870256016385144
"107","SF-LA",66.6,2013-11-15,66.5486666666667,0.0513333333333463,0.122697644649267
"108","SF-LA",66.6,2013-12-15,66.758064516129,-0.158064516129031,0.140114311315932
"109","SF-LA",66.6,2014-01-15,66.4435483870968,0.15645161290324,0.13438850486432
"110","SF-LA",66.6,2014-02-15,66.4757142857143,0.124285714285719,0.112291730670772
"111","SF-LA",66.6,2014-03-15,66.1606451612903,0.43935483870969,0.0583631592422004
"112","SF-LA",66.6,2014-04-15,65.9823333333333,0.617666666666679,-0.0359916794674776
"113","SF-LA",66.6,2014-05-15,66.1754838709677,0.42451612903227,-0.133519457245255
"114","SF-LA",66.6,2014-06-15,66.032,0.568000000000012,-0.157094726062459
"115","SF-LA",66.6,2014-07-15,67.1383870967742,-0.538387096774187,-0.224511392729126
"116","SF-LA",66.6,2014-08-15,66.7632258064516,-0.163225806451607,-0.246850102406545
"117","SF-LA",66.6,2014-09-15,66.4063333333333,0.193666666666672,-0.30566730670762
"118","SF-LA",66.6,2014-10-15,66.8432258064516,-0.243225806451605,-0.412389528929842
"119","SF-LA",66.6,2014-11-15,66.3396666666667,0.260333333333335,-0.46682501280081
"120","SF-LA",66.6,2014-12-15,66.8267741935484,-0.22677419354838,-0.526741679467476
"121","SF-LA",66.6,2015-01-15,66.7087096774193,-0.108709677419341,-0.54529006656425
"122","SF-LA",66.6,2015-02-15,67.1228571428571,-0.522857142857134,-0.590316948284681
"123","SF-LA",66.6,2015-03-15,67.2929032258065,-0.692903225806447,-0.634619082931643
"124","SF-LA",66.6,2015-04-15,67.1526666666667,-0.552666666666653,-0.638812631318739
"125","SF-LA",66.6,2015-05-15,66.4583870967742,0.14161290322582,-0.666590409096518
"126","SF-LA",66.6,2015-06-15,66.841,-0.240999999999985,-0.761348473612647
"127","SF-LA",66.6,2015-07-15,67.4064516129032,-0.806451612903217,-0.823654029168203
"128","SF-LA",66.6,2015-08-15,67.4690322580645,-0.869032258064507,-0.845508867877881
"129","SF-LA",66.6,2015-09-15,67.687,-1.08699999999999,-0.858788437770354
"130","SF-LA",66.6,2015-10-15,67.4964516129032,-0.896451612903221,-0.857427326659243
"131","SF-LA",66.6,2015-11-15,67.0586666666667,-0.458666666666659,-0.866405821282899
"132","SF-LA",66.6,2015-12-15,67.0493548387097,-0.449354838709667,-0.822766932394009
"133","SF-LA",66.6,2016-01-15,67.2490322580645,-0.649032258064508,-0.751369082931644
"134","SF-LA",66.6,2016-02-15,67.6544827586207,-1.05448275862068,-0.669621771103686
"135","SF-LA",66.6,2016-03-15,67.3432258064516,-0.743225806451605,-0.513027969790058
"136","SF-LA",66.6,2016-04-15,67.486,-0.885999999999996,-0.320877432155649
"137","SF-LA",66.6,2016-05-15,67.5954838709677,-0.995483870967732,-0.0417385432667601
"138","SF-LA",66.6,2016-06-15,67.5886666666667,-0.98866666666666,0.316621671787003
"139","SF-LA",66.6,2016-07-15,67.6687096774194,-1.06870967741935,0.493149449564781
"140","SF-LA",66.6,2016-08-15,67.6283870967742,-1.02838709677418,0.607531169994889
"141","SF-LA",66.6,2016-09-15,67.6706666666667,-1.07066666666665,0.725998911930373
"142","SF-LA",66.6,2016-10-15,67.6041935483871,-1.00419354838709,0.79416557859704
"143","SF-LA",66.6,2016-11-15,66.535,0.0650000000000119,0.830778481822846
"144","SF-LA",66.6,2016-12-15,66.1925806451613,0.407419354838723,0.826778481822846
"145","SF-LA",66.6,2017-01-15,66.268064516129,0.331935483870978,0.864412890424996
"146","SF-LA",66.6,2017-02-15,65.7753571428571,0.824642857142862,NA
"147","SF-LA",66.6,2017-03-15,65.0374193548387,1.5625806451613,NA
"148","SF-LA",66.6,2017-04-15,64.1363333333333,2.46366666666667,NA
"149","SF-LA",66.6,2017-05-15,63.2951612903226,3.30483870967743,NA
"150","SF-LA",66.6,2017-06-15,65.4703333333333,1.12966666666668,NA
"151","SF-LA",66.6,2017-07-15,66.2961290322581,0.303870967741943,NA
"152","SF-LA",66.6,2017-08-15,66.2067741935484,0.393225806451625,NA
"153","SF-LA",66.6,2017-09-15,66.8526666666667,-0.252666666666656,NA
"154","SF-LA",66.6,2017-10-15,67.1648387096774,-0.564838709677417,NA
"155","SF-LA",66.6,2017-11-15,66.583,0.0170000000000101,NA
"156","SF-LA",66.6,2017-12-15,65.7409677419355,0.859032258064531,NA
"157","SF-LB",63.42,2005-01-15,62.9070967741935,0.512903225806454,-0.27405632360471
"158","SF-LB",63.42,2005-02-15,62.5964285714286,0.823571428571427,-0.298438044034818
"159","SF-LB",63.42,2005-03-15,63.1854838709677,0.234516129032258,-0.350938044034818
"160","SF-LB",63.42,2005-04-15,63.1603333333333,0.259666666666668,-0.286771377368151
"161","SF-LB",63.42,2005-05-15,63.3741935483871,0.0458064516129042,-0.147438044034817
"162","SF-LB",63.42,2005-06-15,64.6753333333333,-1.25533333333333,0.0850350742447527
"163","SF-LB",63.42,2005-07-15,64.4012903225806,-0.981290322580648,0.399507296466975
"164","SF-LB",63.42,2005-08-15,64.2435483870968,-0.823548387096778,0.562894393241169
"165","SF-LB",63.42,2005-09-15,64.2033333333333,-0.783333333333331,0.783835253456223
"166","SF-LB",63.42,2005-10-15,64.0096774193548,-0.589677419354842,0.892863031234
"167","SF-LB",63.42,2005-11-15,63.8206666666667,-0.400666666666666,1.08426088069637
"168","SF-LB",63.42,2005-12-15,63.7512903225806,-0.331290322580642,1.34139976958526
"169","SF-LB",63.42,2006-01-15,63.1996774193548,0.22032258064516,1.58317396313364
"170","SF-LB",63.42,2006-02-15,63.2264285714286,0.193571428571431,1.72602342549923
"171","SF-LB",63.42,2006-03-15,62.4154838709677,1.00451612903226,1.82188652073733
"172","SF-LB",63.42,2006-04-15,61.4883333333333,1.93166666666667,1.91780049923195
"173","SF-LB",63.42,2006-05-15,60.5845161290323,2.83548387096774,1.9559949436764
"174","SF-LB",63.42,2006-06-15,60.9016666666667,2.51833333333334,2.0007261264721
"175","SF-LB",63.42,2006-07-15,62.4406451612903,0.979354838709682,2.00939279313876
"176","SF-LB",63.42,2006-08-15,61.5922580645161,1.82774193548387,2.09277988991296
"177","SF-LB",63.42,2006-09-15,62.895,0.524999999999999,1.91259171786995
"178","SF-LB",63.42,2006-10-15,61.7129032258064,1.70709677419355,1.79750838453661
"179","SF-LB",63.42,2006-11-15,60.735,2.685,1.5837449436764
"180","SF-LB",63.42,2006-12-15,60.85,2.57,1.34227272145418
"181","SF-LB",63.42,2007-01-15,61.4854838709677,1.93451612903226,1.17248777521762
"182","SF-LB",63.42,2007-02-15,62.0760714285714,1.34392857142858,1.06436949564772
"183","SF-LB",63.42,2007-03-15,61.2645161290323,2.15548387096774,1.00838119515511
"184","SF-LB",63.42,2007-04-15,61.03,2.39,0.888945711284145
"185","SF-LB",63.42,2007-05-15,60.0477419354839,3.37225806451613,0.725667933506367
"186","SF-LB",63.42,2007-06-15,60.7976666666667,2.62233333333334,0.565318471140776
"187","SF-LB",63.42,2007-07-15,61.44,1.98,0.434207360029664
"188","SF-LB",63.42,2007-08-15,63.7545161290323,-0.334516129032259,0.277755747126438
"189","SF-LB",63.42,2007-09-15,64.276,-0.855999999999995,0.266572951427513
"190","SF-LB",63.42,2007-10-15,64.278064516129,-0.858064516129033,0.295517395871958
"191","SF-LB",63.42,2007-11-15,63.6326666666667,-0.212666666666664,0.338313094796689
"192","SF-LB",63.42,2007-12-15,62.8874193548387,0.532580645161289,0.369785317018911
"193","SF-LB",63.42,2008-01-15,62.7829032258065,0.637096774193552,0.380860585836115
"194","SF-LB",63.42,2008-02-15,62.7479310344828,0.672068965517241,0.439140155728588
"195","SF-LB",63.42,2008-03-15,62.6977419354839,0.722258064516133,0.526616551459294
"196","SF-LB",63.42,2008-04-15,62.9893333333333,0.430666666666667,0.681724078341015
"197","SF-LB",63.42,2008-05-15,61.971935483871,1.44806451612904,0.892112967229904
"198","SF-LB",63.42,2008-06-15,62.371,1.049,0.917543074756785
"199","SF-LB",63.42,2008-07-15,63.3174193548387,0.102580645161289,0.737654185867896
"200","SF-LB",63.42,2008-08-15,63.8887096774194,-0.468709677419355,0.65601440092166
"201","SF-LB",63.42,2008-09-15,63.9286666666667,-0.508666666666663,0.651202572964671
"202","SF-LB",63.42,2008-10-15,63.7645161290323,-0.344516129032257,0.624924795186893
"203","SF-LB",63.42,2008-11-15,63.255,0.164999999999999,0.621268881208399
"204","SF-LB",63.42,2008-12-15,62.7545161290323,0.665483870967741,0.639546658986177
"205","SF-LB",63.42,2009-01-15,62.0835483870968,1.33645161290323,0.554761712749618
"206","SF-LB",63.42,2009-02-15,61.6982142857143,1.72178571428572,0.438820852534564
"207","SF-LB",63.42,2009-03-15,60.8364516129032,2.58354838709678,0.274416090629802
"208","SF-LB",63.42,2009-04-15,60.4646666666667,2.95533333333334,-0.00327208141320886
"209","SF-LB",63.42,2009-05-15,61.6667741935484,1.75322580645162,-0.318549859190987
"210","SF-LB",63.42,2009-06-15,64.5296666666667,-1.10966666666667,-0.488818676395288
"211","SF-LB",63.42,2009-07-15,64.2970967741935,-0.877096774193546,-0.420485343061954
"212","SF-LB",63.42,2009-08-15,63.9464516129032,-0.526451612903223,-0.38185631080389
"213","SF-LB",63.42,2009-09-15,64.244,-0.823999999999998,-0.36941007424475
"214","SF-LB",63.42,2009-10-15,63.8083870967742,-0.388387096774188,-0.35304896313364
"215","SF-LB",63.42,2009-11-15,63.0356666666667,0.384333333333338,-0.316812403993855
"216","SF-LB",63.42,2009-12-15,63.771935483871,-0.351935483870967,-0.269867959549411
"217","SF-LB",63.42,2010-01-15,63.4748387096774,-0.0548387096774192,-0.101642153097798
"218","SF-LB",63.42,2010-02-15,63.6710714285714,-0.251071428571429,0.0453202124936004
"219","SF-LB",63.42,2010-03-15,64.1687096774194,-0.748709677419356,0.183474974398363
"220","SF-LB",63.42,2010-04-15,64.248,-0.828000000000003,0.381673899129546
"221","SF-LB",63.42,2010-05-15,63.71,-0.289999999999999,0.513979454685102
"222","SF-LB",63.42,2010-06-15,63.7096666666667,-0.289666666666662,0.723710637480801
"223","SF-LB",63.42,2010-07-15,63.8335483870968,-0.413548387096775,0.991543970814134
"224","SF-LB",63.42,2010-08-15,63.7970967741935,-0.377096774193546,1.00495794930876
"225","SF-LB",63.42,2010-09-15,64.0476666666667,-0.62766666666667,0.940979454685102
"226","SF-LB",63.42,2010-10-15,63.3735483870968,0.0464516129032262,0.904201676907324
"227","SF-LB",63.42,2010-11-15,62.4723333333333,0.94766666666667,0.827669418842808
"228","SF-LB",63.42,2010-12-15,61.7532258064516,1.66677419354839,0.72889164106503
"229","SF-LB",63.42,2011-01-15,61.7112903225806,1.70870967741936,0.627440028161804
"230","SF-LB",63.42,2011-02-15,62.0132142857143,1.40678571428572,0.583730350742449
"231","SF-LB",63.42,2011-03-15,61.7903225806452,1.62967741935484,0.626785564207145
"232","SF-LB",63.42,2011-04-15,62.6603333333333,0.759666666666668,0.70791459646521
"233","SF-LB",63.42,2011-05-15,61.1932258064516,2.22677419354839,0.923942374242988
"234","SF-LB",63.42,2011-06-15,60.4956666666667,2.92433333333334,1.05786710542578
"235","SF-LB",63.42,2011-07-15,63.6725806451613,-0.252580645161288,1.01486710542578
"236","SF-LB",63.42,2011-08-15,64.5648387096774,-1.14483870967742,1.1388993634903
"237","SF-LB",63.42,2011-09-15,64.489,-1.069,1.30158753553331
"238","SF-LB",63.42,2011-10-15,64.291935483871,-0.871935483870971,1.39533753553331
"239","SF-LB",63.42,2011-11-15,63.6576666666667,-0.237666666666662,1.46431603015697
"240","SF-LB",63.42,2011-12-15,62.9706451612903,0.449354838709681,1.56662158571252
"241","SF-LB",63.42,2012-01-15,62.2358064516129,1.1841935483871,1.66000868248672
"242","SF-LB",63.42,2012-02-15,61.4965517241379,1.92344827586207,1.72861083302435
"243","SF-LB",63.42,2012-03-15,60.8167741935484,2.60322580645161,1.78243061955965
"244","SF-LB",63.42,2012-04-15,60.068,3.352,1.82304889912955
"245","SF-LB",63.42,2012-05-15,59.5861290322581,3.83387096774194,1.79266001024066
"246","SF-LB",63.42,2012-06-15,61.0116666666667,2.40833333333333,1.74507936507937
"247","SF-LB",63.42,2012-07-15,62.1841935483871,1.2358064516129,1.66332936507937
"248","SF-LB",63.42,2012-08-15,62.6125806451613,0.807419354838714,1.51650140809012
"249","SF-LB",63.42,2012-09-15,63.364,0.0560000000000045,1.38768420378905
"250","SF-LB",63.42,2012-10-15,63.4641935483871,-0.0441935483870921,1.33362864823349
"251","SF-LB",63.42,2012-11-15,62.43,0.990000000000002,1.33715015360983
"252","SF-LB",63.42,2012-12-15,61.85,1.57,1.29503904249872
"253","SF-LB",63.42,2013-01-15,61.4125806451613,2.00741935483871,1.18458205325141
"254","SF-LB",63.42,2013-02-15,60.8507142857143,2.56928571428572,1.05737775217614
"255","SF-LB",63.42,2013-03-15,60.3293548387097,3.09064516129033,0.880443228366618
"256","SF-LB",63.42,2013-04-15,60.4326666666667,2.98733333333334,0.671088389656941
"257","SF-LB",63.42,2013-05-15,60.1570967741935,3.26290322580645,0.446005056323607
"258","SF-LB",63.42,2013-06-15,61.9926666666667,1.42733333333334,0.162994303635434
"259","SF-LB",63.42,2013-07-15,63.9461290322581,-0.526129032258062,0.00935541474654518
"260","SF-LB",63.42,2013-08-15,64.1583870967742,-0.73838709677419,-0.0448112519201214
"261","SF-LB",63.42,2013-09-15,64.0126666666667,-0.592666666666659,-0.00989189708141206
"262","SF-LB",63.42,2013-10-15,63.421935483871,-0.00193548387096598,0.0117469918074763
"263","SF-LB",63.42,2013-11-15,62.9353333333333,0.484666666666669,-0.0296777393753196
"264","SF-LB",63.42,2013-12-15,63.1754838709677,0.244516129032256,-0.0681988121722543
"265","SF-LB",63.42,2014-01-15,62.9390322580645,0.480967741935487,-0.100994511096985
"266","SF-LB",63.42,2014-02-15,62.9739285714286,0.446071428571429,-0.141317091742147
"267","SF-LB",63.42,2014-03-15,62.8416129032258,0.578387096774193,-0.207358758408813
"268","SF-LB",63.42,2014-04-15,63.1336666666667,0.286333333333332,-0.295208220774404
"269","SF-LB",63.42,2014-05-15,63.5532258064516,-0.133225806451613,-0.361847109663293
"270","SF-LB",63.42,2014-06-15,63.8363333333333,-0.416333333333334,-0.322062163426734
"271","SF-LB",63.42,2014-07-15,64.5961290322581,-1.17612903225806,-0.303839941204512
"272","SF-LB",63.42,2014-08-15,63.7393548387097,-0.319354838709678,-0.225210908946448
"273","SF-LB",63.42,2014-09-15,63.753,-0.332999999999998,-0.205425962709888
"274","SF-LB",63.42,2014-10-15,63.9190322580645,-0.499032258064517,-0.212425962709888
"275","SF-LB",63.42,2014-11-15,63.3975862068965,0.0224137931034534,-0.177721661634619
"276","SF-LB",63.42,2014-12-15,63.5690322580645,-0.149032258064516,-0.13175614439324
"277","SF-LB",63.42,2015-01-15,63.4229032258065,-0.00290322580644897,-0.0545787250384014
"278","SF-LB",63.42,2015-02-15,63.7664285714286,-0.346428571428568,-0.0133959293394768
"279","SF-LB",63.42,2015-03-15,63.8958064516129,-0.475806451612904,-0.0244981460882456
"280","SF-LB",63.42,2015-04-15,63.9333333333333,-0.513333333333335,-0.0145250278086753
"281","SF-LB",63.42,2015-05-15,63.0758064516129,0.344193548387096,-0.0153583611420084
"282","SF-LB",63.42,2015-06-15,63.6176666666667,-0.197666666666663,-0.108906748238783
"283","SF-LB",63.42,2015-07-15,63.6525806451613,-0.232580645161292,-0.138212303794338
"284","SF-LB",63.42,2015-08-15,63.501935483871,-0.0819354838709643,-0.182137034977134
"285","SF-LB",63.42,2015-09-15,63.837,-0.417000000000002,-0.251787572611544
"286","SF-LB",63.42,2015-10-15,63.5025806451613,-0.0825806451612863,-0.316482017055987
"287","SF-LB",63.42,2015-11-15,62.846,0.573999999999998,-0.381535780496848
"288","SF-LB",63.42,2015-12-15,62.6429032258064,0.777096774193552,-0.414119113830181
"289","SF-LB",63.42,2016-01-15,62.9287096774194,0.491290322580646,-0.407882554690396
"290","SF-LB",63.42,2016-02-15,63.8996551724138,-0.479655172413793,-0.33885029662588
"291","SF-LB",63.42,2016-03-15,63.7761290322581,-0.35612903225806,-0.164831413210445
"292","SF-LB",63.42,2016-04-15,63.9433333333333,-0.523333333333333,0.0476685867895548
"293","SF-LB",63.42,2016-05-15,64.1983870967742,-0.778387096774196,0.342057475678444
"294","SF-LB",63.42,2016-06-15,63.9693333333333,-0.54933333333333,0.717406938044036
"295","SF-LB",63.42,2016-07-15,64.1796774193548,-0.759677419354844,0.805295826932924
"296","SF-LB",63.42,2016-08-15,64.3377419354839,-0.917741935483875,0.824973246287763
"297","SF-LB",63.42,2016-09-15,64.6133333333333,-1.19333333333333,0.863467869943678
"298","SF-LB",63.42,2016-10-15,64.2832258064516,-0.863225806451609,0.889051203277011
"299","SF-LB",63.42,2016-11-15,63.237,0.183,0.916336149513571
"300","SF-LB",63.42,2016-12-15,62.568064516129,0.851935483870967,0.917447260624682
"301","SF-LB",63.42,2017-01-15,62.1003225806452,1.31967741935484,0.91449027137737
"302","SF-LB",63.42,2017-02-15,61.8114285714286,1.60857142857143,NA
"303","SF-LB",63.42,2017-03-15,61.2261290322581,2.19387096774194,NA
"304","SF-LB",63.42,2017-04-15,60.4106666666667,3.00933333333334,NA
"305","SF-LB",63.42,2017-05-15,59.6941935483871,3.7258064516129,NA
"306","SF-LB",63.42,2017-06-15,62.9146666666667,0.505333333333333,NA
"307","SF-LB",63.42,2017-07-15,63.9435483870968,-0.523548387096774,NA
"308","SF-LB",63.42,2017-08-15,63.8758064516129,-0.455806451612901,NA
"309","SF-LB",63.42,2017-09-15,64.3063333333333,-0.886333333333326,NA
"310","SF-LB",63.42,2017-10-15,63.9558064516129,-0.535806451612899,NA
"311","SF-LB",63.42,2017-11-15,63.2236666666667,0.196333333333335,NA
"312","SF-LB",63.42,2017-12-15,62.6035483870968,0.816451612903229,NA
"313","SF-N1",63.71,2005-01-15,63.9067741935484,-0.196774193548393,-1.16706259600615
"314","SF-N1",63.71,2005-02-15,63.3664285714286,0.343571428571423,-1.21657872503841
"315","SF-N1",63.71,2005-03-15,64.7277419354839,-1.01774193548388,-1.31363229646698
"316","SF-N1",63.71,2005-04-15,64.3176666666667,-0.607666666666674,-1.20075595238096
"317","SF-N1",63.71,2005-05-15,63.8490322580645,-0.139032258064525,-1.04756150793651
